,Title,Organization,Skills,Ratings,Review counts,Metadata
327,Financial Management,University of Illinois at Urbana-Champaign," Financial Management, Finance, Financial Analysis, Financial Accounting, Leadership and Management, Accounting, Investment Management, Risk Management, Cash Management, Accounts Payable and Receivable, General Accounting, Management Accounting, Account Management, Corporate Accouting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Decision Making, Market Analysis, Securities Trading, Strategy, Correlation And Dependence, Taxes, Mergers & Acquisitions",4.7,4.7(6.5K reviews),Intermediate · Specialization · 3 - 6 Months
328,"Food Sustainability, Mindful Eating, and Healthy Cooking",Stanford University, Leadership and Management,4.8,4.8(434 reviews),Beginner · Specialization · 1 - 3 Months
329,Calculus for Machine Learning and Data Science,DeepLearning.AI," Machine Learning, Calculus, Differential Equations, Mathematics, Machine Learning Algorithms, Regression, Algebra, Algorithms, Artificial Neural Networks",4.8,4.8(445 reviews),Beginner · Course · 1 - 4 Weeks
330,Music Production,Berklee," Creativity, Planning",4.8,4.8(2.8K reviews),Beginner · Specialization · 3 - 6 Months
331,Python Project for Data Science,IBM," Python Programming, Computer Programming, Data Analysis, Data Science",4.5,4.5(3.8K reviews),Intermediate · Course · 1 - 4 Weeks
332,Game Design: Art and Concepts,California Institute of the Arts," Creativity, Storytelling, Writing",4.7,4.7(3.8K reviews),Beginner · Specialization · 3 - 6 Months
333,Investment Management,University of Geneva," Finance, Investment Management, Leadership and Management, Financial Analysis, Risk Management, Financial Management, Market Analysis, Strategy, Decision Making, Behavioral Economics, Strategy and Operations, Correlation And Dependence, Market Research, Performance Management, Probability & Statistics, Securities Trading, Mathematical Theory & Analysis, Banking, Statistical Analysis",4.7,4.7(7.2K reviews),Beginner · Specialization · 3 - 6 Months
334,Bayesian Statistics,"University of California, Santa Cruz"," Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Statistical Tests, Machine Learning, Markov Model, Forecasting",4.6,4.6(3.4K reviews),Intermediate · Specialization · 3 - 6 Months
335,Financial Analysis - Skills for Success,University of Illinois at Urbana-Champaign," Finance, Financial Accounting, Accounts Payable and Receivable, Accounting, General Accounting, Financial Analysis, Leadership and Management, Cost Accounting, Account Management, Generally Accepted Accounting Principles (GAAP), Business Analysis, Financial Management, Risk Management, Operational Analysis, Data Analysis, Planning",4.6,4.6(171 reviews),Beginner · Specialization · 1 - 3 Months
336,Salesforce Sales Development Representative,Salesforce," Leadership and Management, Sales, Communication, Emotional Intelligence, Strategy, Business Analysis, Customer Relationship Management, Prospecting and Qualification, Sales Systems, Business Communication, Business Development, Business Intelligence, Data Management, Salesforce",4.5,4.5(407 reviews),Beginner · Professional Certificate · 3 - 6 Months
337,Introduction to Marketing,University of Pennsylvania," Brand Management, Customer Analysis, Market Analysis, Marketing, Marketing Design, Product Marketing, Product Strategy, Strategy, Digital Marketing, Leadership and Management, Communication",4.8,4.8(13K reviews),Mixed · Course · 1 - 3 Months
338,Human Resources Analytics,"University of California, Irvine"," Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis",4.6,4.6(1.4K reviews),Mixed · Course · 1 - 4 Weeks
339,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University," Creativity, Social Media, Operations Management, Writing",4.7,4.7(6.2K reviews),Beginner · Specialization · 3 - 6 Months
340,The Singer Songwriter,Berklee," Creativity, Writing",4.8,4.8(4.2K reviews),Beginner · Specialization · 3 - 6 Months
341,CompTIA a+_ cyber,CompTIA," Cloud Computing, Cyberattacks, Data Management, Human Computer Interaction, Network Security, Operating Systems, System Security",4.6,4.6(25 reviews),Beginner · Specialization · 1 - 3 Months
342,Contabilidad para no contadores,Universidad Nacional Autónoma de México," Accounting, Finance, Financial Accounting, General Accounting, Accounts Payable and Receivable, Business Analysis, Financial Analysis, Operational Analysis, Planning, Calculus",4.8,4.8(8.6K reviews),Beginner · Course · 1 - 3 Months
343,Coding for Everyone: C and C++,"University of California, Santa Cruz"," C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science",4.5,4.5(9K reviews),Beginner · Specialization · 3 - 6 Months
344,Business Statistics and Analysis,Rice University," Probability & Statistics, Statistical Analysis, Business Analysis, General Statistics, Data Analysis, Spreadsheet Software, Basic Descriptive Statistics, Microsoft Excel, Statistical Tests, Probability Distribution, Business Intelligence, Data Analysis Software, Regression, Data Management, Critical Thinking, Data Visualization, Interactive Data Visualization, Plot (Graphics), Statistical Visualization",4.7,4.7(12K reviews),Beginner · Specialization · 3 - 6 Months
345,Object Oriented Programming in Java,Multiple educators," Computer Programming, Java Programming, Algorithms, Data Structures, Problem Solving, Programming Principles, Computational Thinking, Computer Programming Tools, Critical Thinking, Software Engineering, Computational Logic, Data Analysis, Visualization (Computer Graphics), Software Testing, Computer Graphics, Cryptography, Data Management",4.6,4.6(15K reviews),Beginner · Specialization · 3 - 6 Months
346,Six Sigma Green Belt,University System of Georgia," Data Analysis, Probability & Statistics, Business Analysis, Process Analysis, Statistical Analysis, General Statistics, Operational Analysis, Business Process Management, Organizational Development, Performance Management, Problem Solving, Project Management, Statistical Tests, Statistical Visualization, Strategy and Operations, Decision Making, Leadership and Management, Mathematics, Operations Management, Supply Chain and Logistics, Entrepreneurship, Planning, Probability Distribution, Data Visualization, Experiment, Interactive Data Visualization, Interactive Design, Design and Product",4.7,4.7(4K reviews),Intermediate · Specialization · 3 - 6 Months
347,Microsoft Azure Data Fundamentals DP-900 Exam Prep,Microsoft," Data Management, Databases, Microsoft Azure, Cloud Computing, SQL, Big Data, Data Analysis, Database Application, Data Architecture, Data Warehousing, Cloud Storage, Data Structures, Data Visualization, Extract, Transform, Load, Leadership and Management, NoSQL, Data Analysis Software, Data Visualization Software, Database Administration, Cloud Infrastructure, Cloud Management, Database Theory, PostgreSQL",4.7,4.7(574 reviews),Beginner · Specialization · 3 - 6 Months
348,Conduct UX Research and Test Early Concepts,Google," Planning, User Experience, User Research",,,Beginner · Course · 1 - 4 Weeks
349,Google 데이터 애널리틱스 수료증 이수 과정,Google," SQL, Tableau Software",,,Beginner · Professional Certificate · 3 - 6 Months
350,Pricing Strategy Optimization,University of Virginia," Marketing, Strategy, Strategy and Operations, Customer Analysis, Sales, Product Strategy, Business Analysis, Leadership and Management, Market Analysis, Product Marketing, Design and Product, Product Management, Entrepreneurship, Market Research, Accounting, Game Theory, B2B Sales, Cost Accounting, Data Analysis, Product Lifecycle, Retail Sales",,,Beginner · Specialization · 3 - 6 Months
351,Advanced Data Science with IBM,IBM," Machine Learning, Python Programming, Statistical Programming, Data Management, Machine Learning Algorithms, Deep Learning, Process Analysis, Data Analysis, Apache, Human Learning, Machine Learning Software, Applied Machine Learning, Extract, Transform, Load, Artificial Neural Networks, Feature Engineering, Application Development, Data Architecture, Probability & Statistics, Cloud Computing, Statistical Machine Learning, General Statistics, IBM Cloud, SQL, Computer Programming, Tensorflow",,,Advanced · Specialization · 3 - 6 Months
352,Managing Emotions in Times of Uncertainty & Stress,Yale University, Emotional Intelligence,,,Beginner · Course · 1 - 3 Months
353,Think Outside the Inbox: Email Marketing,Google," Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Communication, Data Analysis, Writing, Strategy",,,Beginner · Course · 1 - 3 Months
354,Software Design and Architecture,University of Alberta," Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, Leadership and Management, Process Analysis",,,Beginner · Specialization · 3 - 6 Months
355,Web Applications for Everybody,University of Michigan," Database Design, Databases, HTML and CSS, Javascript, SQL, Web Development",,,Intermediate · Specialization · 3 - 6 Months
356,Drug Development Product Management,University of California San Diego," Strategy, Marketing",,,Beginner · Specialization · 3 - 6 Months
357,Anatomy,University of Michigan, Human Learning,,,Beginner · Specialization · 3 - 6 Months
358,Principles of Management,Johns Hopkins University," Leadership and Management, Planning, Strategy, Critical Thinking, Operations Management, People Management, Strategy and Operations, Business Communication, Collaboration, Conflict Management, Organizational Development",,,Mixed · Course · 1 - 4 Weeks
359,Work Smarter with Microsoft Excel,Microsoft," Critical Thinking, Data Analysis, Data Visualization, Microsoft Excel, Spreadsheet Software, Basic Descriptive Statistics, Data Analysis Software, Databases, General Accounting, Visual Design",,,Beginner · Course · 1 - 3 Months
360,Trustworthy Generative AI,Vanderbilt University,,4.9,4.9(35 reviews),Beginner · Course · 1 - 4 Weeks
361,Rust Programming,Duke University,,3.9,3.9(15 reviews),Beginner · Specialization · 3 - 6 Months
362,Innovative Teaching with ChatGPT,Vanderbilt University,,4.6,4.6(64 reviews),Beginner · Course · 1 - 4 Weeks
363,Create High-Fidelity Designs and Prototypes in Figma,Google,,4.8,4.8(3.6K reviews),Beginner · Course · 1 - 3 Months
364,Culture-Driven Team Building,University of Pennsylvania,,4.6,4.6(906 reviews),Beginner · Specialization · 3 - 6 Months
365,Goodwill® Career Coach and Navigator,Goodwill Industries International,,4.7,4.7(122 reviews),Beginner · Professional Certificate · 3 - 6 Months
366,Learn Spanish: Basic Spanish Vocabulary,"University of California, Davis",,4.6,4.6(3.6K reviews),Beginner · Specialization · 3 - 6 Months
367,CompTIA a+_ network,CompTIA,,4.5,4.5(32 reviews),Beginner · Specialization · 1 - 3 Months
368,Blockchain Revolution,INSEAD,,4.7,4.7(2.9K reviews),Beginner · Specialization · 3 - 6 Months
369,Machine Learning for Trading,New York Institute of Finance,,3.9,3.9(1K reviews),Intermediate · Specialization · 1 - 3 Months
370,Introduction to Project Management,IBM,,4.8,4.8(451 reviews),Beginner · Course · 1 - 3 Months
371,Healthy and Sustainable Foods and Products,University of Michigan,,4.0,4.0(27 reviews),Intermediate · Specialization · 3 - 6 Months
372,Diversity and inclusion in the workplace,ESSEC Business School,,4.7,4.7(911 reviews),Beginner · Course · 1 - 4 Weeks
373,SAS Programmer,SAS,,4.8,4.8(3.3K reviews),Beginner · Professional Certificate · 3 - 6 Months
374,Music Business,Berklee,,4.8,4.8(3.3K reviews),Beginner · Specialization · 3 - 6 Months
375,Learning How to Learn: Powerful mental tools to help you master tough subjects,Deep Teaching Solutions,,4.8,4.8(88K reviews),Beginner · Course · 1 - 4 Weeks
376,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,,4.9,4.9(2.8K reviews),Beginner · Course · 1 - 3 Months
377,Data Science Methodology,IBM,,4.6,4.6(20K reviews),Beginner · Course · 1 - 4 Weeks
378,Data Visualization and Dashboards with Excel and Cognos,IBM,,4.7,4.7(3.2K reviews),Beginner · Course · 1 - 4 Weeks
379,Preparation for CompTIA A+ Certification,IBM,,4.5,4.5(16 reviews),Intermediate · Specialization · 3 - 6 Months
380,Probability & Statistics for Machine Learning & Data Science,DeepLearning.AI,,4.6,4.6(201 reviews),Beginner · Course · 1 - 4 Weeks
381,Excel Skills for Business: Essentials,Macquarie University,,4.9,4.9(48K reviews),Beginner · Course · 1 - 3 Months
382,SQL for Data Science,"University of California, Davis",,4.6,4.6(16K reviews),Beginner · Course · 1 - 4 Weeks
383,Cancer Biology,Johns Hopkins University,,4.8,4.8(9.1K reviews),Beginner · Specialization · 3 - 6 Months
384,Data Visualization with Tableau,"University of California, Davis",,4.5,4.5(7.9K reviews),Beginner · Specialization · 3 - 6 Months
385,Data Analysis with R,Duke University,,4.7,4.7(7.1K reviews),Beginner · Specialization · 3 - 6 Months
386,Project Launch,"University of California, Irvine",,4.7,4.7(239 reviews),Beginner · Course · 1 - 3 Months
387,Agile with Atlassian Jira,Atlassian,,4.7,4.7(8.4K reviews),Beginner · Course · 1 - 4 Weeks
388,AWS Cloud Practitioner Essentials,Amazon Web Services,,4.8,4.8(1.5K reviews),Beginner · Course · 1 - 3 Months
389,"Songwriting: Writing, Arranging, and Producing Music",Berklee,,4.8,4.8(2K reviews),Beginner · Specialization · 3 - 6 Months
390,Practical Guide to Trading,Interactive Brokers,,4.3,4.3(499 reviews),Beginner · Specialization · 3 - 6 Months
391,Renewable Energy,University of Colorado Boulder,,4.8,4.8(745 reviews),Beginner · Specialization · 3 - 6 Months
392,Introductory Human Physiology,Duke University,,4.8,4.8(4.7K reviews),Beginner · Course · 1 - 3 Months
393,International Women's Health and Human Rights,Stanford University,,4.9,4.9(1.5K reviews),Beginner · Course · 3 - 6 Months
394,Robotics,University of Pennsylvania,,4.4,4.4(3.9K reviews),Beginner · Specialization · 3 - 6 Months
395,Cryptography I,Stanford University,,4.8,4.8(4.2K reviews),Mixed · Course · 1 - 3 Months
396,AWS Cloud Technical Essentials,Amazon Web Services,,4.8,4.8(4.5K reviews),Beginner · Course · 1 - 4 Weeks
397,Decentralized Finance (DeFi): The Future of Finance,Duke University,,4.8,4.8(1.7K reviews),Intermediate · Specialization · 3 - 6 Months
398,Music Education for Teachers,Berklee,,4.8,4.8(2.8K reviews),Intermediate · Specialization · 3 - 6 Months
399,"Effective Communication: Writing, Design, and Presentation",University of Colorado Boulder,,4.8,4.8(11K reviews),Beginner · Specialization · 3 - 6 Months
400,Probabilistic Graphical Models,Stanford University,,4.6,4.6(1.5K reviews),Advanced · Specialization · 3 - 6 Months
401,Corporate Strategy,University of London,,4.8,4.8(2K reviews),Beginner · Course · 1 - 4 Weeks
402,Power Electronics,University of Colorado Boulder,,4.7,4.7(4K reviews),Intermediate · Specialization · 3 - 6 Months
403,Become an EMT,University of Colorado System,,4.8,4.8(2.3K reviews),Beginner · Specialization · 3 - 6 Months
404,Academic English: Writing,"University of California, Irvine",,4.7,4.7(22K reviews),Beginner · Specialization · 3 - 6 Months
405,Introduction to Mathematical Thinking,Stanford University,,4.8,4.8(2.6K reviews),Intermediate · Course · 1 - 3 Months
406,First Step Korean,Yonsei University,,4.9,4.9(49K reviews),Beginner · Course · 1 - 3 Months
407,Strategic Management and Innovation,Copenhagen Business School,,4.7,4.7(4.8K reviews),Beginner · Specialization · 3 - 6 Months
408,Programming in C++: A Hands-on Introduction,Codio," Computer Programming, Computer Science, Problem Solving",4.6,4.6(962 reviews),Beginner · Specialization · 3 - 6 Months
409,Microsoft Azure Data Scientist Associate (DP-100),Microsoft," Machine Learning, Microsoft Azure, Applied Machine Learning, Machine Learning Algorithms, Machine Learning Software, Cloud Computing, Python Programming, Human Learning, Algorithms, Big Data, Cloud Applications, Data Analysis, Regression, Cloud-Based Integration, Extract, Transform, Load, Training, Exploratory Data Analysis, Cloud Platforms, Data Management, Deep Learning, Experiment",4.4,4.4(309 reviews),Intermediate · Professional Certificate · 3 - 6 Months
410,Google Project Management (PT),Google," Project Management, Process Analysis, Collaboration, Organizational Development, Communication, Decision Making, Strategy, Product Management, Business Communication, Adaptability, Agile Software Development, Change Management, Leadership and Management, People Analysis, Scrum (Software Development), Strategy and Operations, Continuous Integration, Risk Management, Spreadsheet Software, Professional Development, Programming Principles, Application Development",4.9,4.9(2K reviews),Beginner · Professional Certificate · 3 - 6 Months
411,Python Data Structures,University of Michigan," Computational Logic, Computer Programming, Critical Thinking, Data Analysis, Data Management, Data Structures, Problem Solving, Programming Principles, Python Programming, Software Engineering",4.9,4.9(94K reviews),Beginner · Course · 1 - 3 Months
412,Fundamentals of Finance,University of Pennsylvania," Accounting, Finance, Financial Accounting, Financial Analysis, Mathematics, Problem Solving, Decision Making, Estimation, Investment Management, Management Accounting",3.9,3.9(844 reviews),Beginner · Course · 1 - 3 Months
413,Statistical Analysis with R for Public Health,Imperial College London," Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Statistical Tests, R Programming, Regression, Biostatistics, Statistical Programming, Basic Descriptive Statistics, Exploratory Data Analysis, Critical Thinking, Correlation And Dependence, Probability Distribution, Epidemiology",4.7,4.7(1.9K reviews),Beginner · Specialization · 3 - 6 Months
414,Applied Machine Learning in Python,University of Michigan," Algorithms, Machine Learning, Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Data Analysis, Regression, Human Learning, Statistical Programming, Computer Programming",4.6,4.6(8.4K reviews),Intermediate · Course · 1 - 4 Weeks
415,Real-World Product Management,Advancing Women in Tech," Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Product Marketing, Business Process Management, Customer Success, Market Analysis",4.5,4.5(806 reviews),Beginner · Specialization · 3 - 6 Months
416,ITIL 4 Exam Preparation,LearnQuest," Organizational Development, Leadership and Management, Planning",4.7,4.7(979 reviews),Mixed · Course · 1 - 3 Months
417,Introduction to Data Engineering,IBM," Data Engineering, Data Management, Extract, Transform, Load, Databases, Network Security, Big Data, Data Warehousing, Leadership and Management, SQL, Data Science, NoSQL",4.7,4.7(2.2K reviews),Beginner · Course · 1 - 4 Weeks
418,Google Project Management (DE),Google," Design and Product, Microsoft Excel, Software Engineering, Leadership and Management, Business Analysis, Business Design, Data Analysis, Marketing Design, Creativity, Persona Research, Customer Analysis",4.3,4.3(58 reviews),Beginner · Professional Certificate · 3 - 6 Months
419,Finance for Technical Managers,University of Colorado Boulder," Finance, Financial Analysis, Accounting, Investment Management, Cost Accounting, Leadership and Management, Financial Accounting, Financial Management, Strategy and Operations",4.7,4.7(95 reviews),Beginner · Specialization · 3 - 6 Months
420,Investment Management with Python and Machine Learning,EDHEC Business School," Investment Management, Finance, Python Programming, Data Analysis, Computer Programming, Machine Learning, Statistical Programming, Applied Machine Learning, Financial Analysis, Machine Learning Algorithms, Risk Management, Statistical Machine Learning, Data Analysis Software, Data Management, Data Mining, Natural Language Processing, Human Learning, Big Data, Computer Science",4.6,4.6(1.7K reviews),Beginner · Specialization · 3 - 6 Months
421,Cybersecurity Attack and Defense Fundamentals,EC-Council," Network Security, Security Engineering, System Security, Computer Networking, Computer Security Incident Management, Software Security, Computer Security Models, Mobile Security, Cyberattacks, Security Software, Internet Of Things, Network Architecture, Cloud Computing, Kubernetes, Regulations and Compliance",4.6,4.6(306 reviews),Beginner · Specialization · 3 - 6 Months
422,AI & Law,Lund University," Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",4.7,4.7(397 reviews),Beginner · Course · 1 - 4 Weeks
423,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem," Computational Logic, Computer Architecture, Computer Programming, Hardware Design, Theoretical Computer Science, Computer Programming Tools, Critical Thinking, Problem Solving, Systems Design",4.9,4.9(3.5K reviews),Mixed · Course · 1 - 3 Months
424,Branding: The Creative Journey,IE Business School," Brand Management, Marketing, Leadership and Management, Advertising, Communication, Strategy, Creativity, Strategy and Operations, User Experience, Customer Analysis, Design and Product, Media Strategy & Planning, Customer Relationship Management, Customer Success, Customer Support, Social Media, Storytelling, User Experience Design, Visual Design, Graphic Design, Journalism",4.6,4.6(1.4K reviews),Beginner · Specialization · 3 - 6 Months
425,The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London," Human Resources, Leadership and Management, People Management, Conflict Management, Decision Making, Human Resources Operations, People Analysis, Performance Management, Recruitment, Business Analysis, Employee Relations, Leadership Development, Organizational Development, People Development",4.7,4.7(3.6K reviews),Mixed · Course · 1 - 3 Months
426,Talent Acquisition,HRCI," Mergers & Acquisitions, Recruitment",4.8,4.8(289 reviews),Beginner · Course · 1 - 4 Weeks
427,Convolutional Neural Networks in TensorFlow,DeepLearning.AI," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",4.7,4.7(8K reviews),Intermediate · Course · 1 - 4 Weeks
428,Reducing Gun Violence in America: Evidence for Change,Johns Hopkins University, Exploratory Data Analysis,4.7,4.7(258 reviews),Beginner · Course · 1 - 3 Months
429,Build Dynamic User Interfaces (UI) for Websites,Google," User Experience, User Research, Web Design, Web Development Tools",4.8,4.8(2.9K reviews),Beginner · Course · 1 - 3 Months
430,Introduction to Discrete Mathematics for Computer Science,University of California San Diego," Mathematics, Problem Solving, Mathematical Theory & Analysis, Algorithms, Critical Thinking, Graph Theory, Combinatorics, Computational Thinking, Probability & Statistics, Computer Programming, Python Programming, Computational Logic, General Statistics, Theoretical Computer Science, Probability Distribution, Strategy, Creativity, Experiment, Calculus, Game Theory, Visualization (Computer Graphics), Cryptography, Sales",4.5,4.5(3.4K reviews),Beginner · Specialization · 3 - 6 Months
431,Python Programming Fundamentals,Duke University," Algorithms, Computer Programming, Problem Solving, Python Programming",4.1,4.1(11 reviews),Beginner · Course · 1 - 4 Weeks
432,Mercados financieros,Yale University,,4.9,4.9(348 reviews),Beginner · Course · 1 - 3 Months
433,Meta AR Developer,Meta,,4.5,4.5(98 reviews),Intermediate · Professional Certificate · 3 - 6 Months
434,Understanding Clinical Research: Behind the Statistics,University of Cape Town,,4.8,4.8(3.3K reviews),Beginner · Course · 1 - 3 Months
435,Engineering Project Management,Rice University,,4.7,4.7(4.2K reviews),Beginner · Specialization · 3 - 6 Months
436,Bioinformatics,University of California San Diego,,4.3,4.3(1.2K reviews),Beginner · Specialization · 3 - 6 Months
437,Global Diplomacy – Diplomacy in the Modern World,University of London,,4.7,4.7(4.6K reviews),Mixed · Course · 1 - 3 Months
438,Blockchain,University at Buffalo,,4.6,4.6(8.6K reviews),Intermediate · Specialization · 3 - 6 Months
439,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,,4.8,4.8(10K reviews),Mixed · Course · 1 - 3 Months
440,Machine Learning Data Lifecycle in Production,DeepLearning.AI,,4.3,4.3(771 reviews),Advanced · Course · 1 - 4 Weeks
441,Programming with JavaScript,Meta,,4.7,4.7(3.4K reviews),Beginner · Course · 1 - 3 Months
442,Assess for Success: Marketing Analytics and Measurement,Google,,4.6,4.6(1.1K reviews),Beginner · Course · 1 - 4 Weeks
443,SAS Visual Business Analytics,SAS,,4.7,4.7(1.1K reviews),Beginner · Professional Certificate · 3 - 6 Months
444,PostgreSQL for Everybody,University of Michigan,,4.7,4.7(1K reviews),Intermediate · Specialization · 3 - 6 Months
445,User Experience Research and Design,University of Michigan,,4.7,4.7(2K reviews),Beginner · Specialization · 3 - 6 Months
446,Software Architecture for Big Data,University of Colorado Boulder,,3.3,3.3(41 reviews),Advanced · Specialization · 1 - 3 Months
447,Impact Measurement & Management for the SDGs,Duke University,,4.8,4.8(498 reviews),Mixed · Course · 1 - 3 Months
448,Fundamentals of Graphic Design,California Institute of the Arts,,4.8,4.8(17K reviews),Beginner · Course · 1 - 3 Months
449,Biostatistics in Public Health,Johns Hopkins University,,4.8,4.8(2.2K reviews),Beginner · Specialization · 3 - 6 Months
450,Human Anatomy and Medical Terminology Fundamentals,MedCerts,,4.7,4.7(51 reviews),Beginner · Specialization · 3 - 6 Months
451,Introduction to Corporate Finance,University of Pennsylvania,,4.6,4.6(5.9K reviews),Mixed · Course · 1 - 4 Weeks
452,Dynamic Public Speaking,University of Washington,,4.7,4.7(2.4K reviews),Beginner · Specialization · 3 - 6 Months
453,Economics of Money and Banking,Columbia University,,4.9,4.9(1.5K reviews),Mixed · Course · 3 - 6 Months
454,Microsoft Windows Defender and Firewall for Beginners,IBM,,4.2,4.2(52 reviews),Beginner · Guided Project · Less Than 2 Hours
455,Science of Exercise,University of Colorado Boulder,,4.8,4.8(4.4K reviews),Beginner · Course · 1 - 4 Weeks
456,Epidemiology in Public Health Practice,Johns Hopkins University," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",4.7,4.7(4.2K reviews),Beginner · Specialization · 3 - 6 Months
457,Foundations of Data Structures and Algorithms,University of Colorado Boulder," Algorithms, Theoretical Computer Science, Data Structures, Computer Programming, Graph Theory, Problem Solving, Computational Logic, Computational Thinking, Mathematical Theory & Analysis, Mathematics, Applied Mathematics, Python Programming",4.6,4.6(393 reviews),Advanced · Specialization · 3 - 6 Months
458,Design a User Experience for Social Good & Prepare for Jobs,Google," User Experience, Social Media, User Research, Web Design",4.8,4.8(3K reviews),Beginner · Course · 1 - 3 Months
459,Learn to Program: The Fundamentals,University of Toronto," Computer Programming, Python Programming, Computational Logic, Problem Solving, Programming Principles, Computer Programming Tools, Critical Thinking, Computational Thinking, Algorithms, Process Analysis",4.7,4.7(6.3K reviews),Beginner · Course · 1 - 3 Months
460,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk," Computer Graphics, Computer Graphic Techniques, Design and Product, Feature Engineering, Research and Design, Software Architecture, Software Engineering, User Experience Design, Visualization (Computer Graphics)",4.7,4.7(2.5K reviews),Advanced · Course · 1 - 4 Weeks
461,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud," DevOps, Software Engineering, Strategy and Operations, Decision Making, Leadership and Management, Operational Analysis, Performance Management, User Experience, Problem Solving, Critical Thinking",4.5,4.5(864 reviews),Intermediate · Course · 1 - 3 Months
462,Data Mining,University of Illinois at Urbana-Champaign," Machine Learning, Data Analysis, Data Mining, Machine Learning Algorithms, Natural Language Processing, Probability & Statistics, Data Visualization, Bayesian Statistics, General Statistics, Probability Distribution, Statistical Programming, Algorithms, Mathematical Theory & Analysis, Python Programming, Data Visualization Software",4.5,4.5(2.9K reviews),Intermediate · Specialization · 3 - 6 Months
463,Excel/VBA for Creative Problem Solving,University of Colorado Boulder," Spreadsheet Software, Computer Programming, Problem Solving, Microsoft Excel, Programming Principles, Data Analysis, Critical Thinking, Algorithms, Computer Programming Tools, Computational Logic, Computational Thinking",4.8,4.8(4.6K reviews),Beginner · Specialization · 3 - 6 Months
464,Excel Skills for Data Analytics and Visualization,Macquarie University," Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Visualization, Microsoft Excel, Data Management, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Design, Plot (Graphics), Visual Design, Big Data, Power BI",4.8,4.8(4.8K reviews),Intermediate · Specialization · 3 - 6 Months
465,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",4.7,4.7(1.1K reviews),Intermediate · Specialization · 3 - 6 Months
466,Data Visualization with Python,IBM," Python Programming, Computer Programming, Data Analysis, Data Visualization",4.5,4.5(11K reviews),Intermediate · Course · 1 - 3 Months
467,Trading Strategies in Emerging Markets,Indian School of Business," Finance, Investment Management, Financial Analysis, Securities Trading, Accounting, Algorithms, Strategy, Financial Accounting, Market Analysis, Business Analysis, Statistical Analysis, Risk Management, Strategy and Operations, Account Management, Behavioral Economics, Decision Making, General Accounting, Market Research, Performance Management, Correlation And Dependence, Statistical Tests",4.2,4.2(2.6K reviews),Beginner · Specialization · 3 - 6 Months
468,Health Informatics,Johns Hopkins University,,4.4,4.4(753 reviews),Beginner · Specialization · 3 - 6 Months
469,Finance for Non-Finance Professionals,Rice University,,4.8,4.8(2.6K reviews),Beginner · Course · 1 - 3 Months
470,Business English Communication Skills,University of Washington,,4.8,4.8(4.4K reviews),Intermediate · Specialization · 3 - 6 Months
471,IBM z/OS Mainframe Practitioner,IBM ,,4.7,4.7(1.1K reviews),Intermediate · Professional Certificate · 1 - 3 Months
472,Introduction to Large Language Models,Google Cloud,,4.3,4.3(222 reviews),Beginner · Course · 1 - 4 Weeks
473,Mathematics for Engineers,The Hong Kong University of Science and Technology,,4.8,4.8(6.9K reviews),Beginner · Specialization · 3 - 6 Months
